type,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29
0,0.151042037,0.347811808,0.520361359,0.745213012,0.99532858,1.262666744,1.857742959,2.184010522,2.732571334,3.062636764,4.03386566,5.295163936,6.362822048,8.189249999,9.371206518,10.46319261,13.84240429,16.79207486,21.18217835,26.47182288,31.21033418,35.84644174,49.07673834,50.86236966,73.11764435,78.92431502,106.2352451,129.1145609,164.8259263
0,0.03544232,0.3316889,0.473524736,0.74137192,1.133953769,1.248978371,1.783474075,2.334669534,2.551382536,3.585100675,4.294009304,4.62375499,6.322141724,7.147414327,9.051254635,12.01903639,14.87306068,16.37173857,19.21844299,22.88999763,32.87318846,38.85540943,43.50129468,54.7679179,64.4444654,86.9605677,93.91366848,118.4416092,138.6971377
0,0.004034955,0.344899238,0.470756113,0.678804653,1.125967981,1.222494023,1.703931482,2.051332922,2.80382469,3.445347318,4.113832462,5.115545378,5.617898362,7.988642915,8.491483675,12.08620392,13.19419673,16.48563,20.98976329,22.52876469,29.00020729,37.39534279,42.0521827,59.14904483,61.76950746,79.95568225,93.85935306,122.9567119,161.5294402
0,0.159807381,0.319363155,0.477188159,0.838406139,1.008234693,1.370863874,1.721538854,2.237748182,2.808802603,2.975551523,3.937030361,5.131362661,6.307568621,7.354078053,8.459014392,10.43453316,13.57617548,16.28134522,20.93020188,26.1139804,29.83296376,33.85679996,46.95289265,52.14934119,65.22897478,75.00506746,91.04333417,113.438685,138.1782046
0,0.114831181,0.207151539,0.49042425,0.697079912,0.893876677,1.195842635,1.560743868,2.053934277,2.823460787,3.588482312,4.219261324,4.5014631,5.715293454,8.006858477,8.560478233,12.10678587,14.53139468,16.98046183,19.2913062,23.82425404,32.86968903,36.52098493,47.86228469,54.63196025,63.81129217,87.75173143,104.4680547,134.8024924,162.5184626
0,0.093279624,0.343765967,0.53790051,0.85492687,1.1553666,1.208198647,1.684781535,2.104720579,2.540821242,3.166074659,4.307727218,5.067096982,6.356121007,7.885360555,9.894842572,11.42763993,14.64510693,16.24221705,20.24409287,23.29937277,30.73910503,38.79770216,48.44400011,55.50319487,62.8486533,89.02539948,109.4952665,122.0593186,145.2159159
0,0.160773282,0.284371513,0.437948995,0.689346909,0.902766486,1.404181017,1.644175533,2.323300982,2.564305526,3.590574673,4.42661217,5.278520269,5.598995173,7.231331215,9.934261223,11.65183225,14.59320186,16.47069762,19.01632072,27.12353612,29.1463292,33.891672,48.71473882,50.07612105,69.96783458,81.0849214,104.2521535,120.0755832,151.2374962
0,0.03417236,0.401253149,0.499956164,0.809105538,0.971894705,1.462203375,1.840471033,2.03863827,2.531025397,3.454405922,3.738299586,4.905780807,6.32697694,7.036768221,8.806680829,10.71911114,12.64520308,15.6844491,21.23266639,24.85508598,30.22705598,37.9663304,40.80742058,53.7735576,64.33728265,87.14943773,92.78821628,120.3596363,147.7357793
0,0.152515856,0.386894324,0.635490002,0.787196523,1.066183682,1.32064044,1.525762308,2.184321303,2.505708857,3.35892969,3.945845185,4.753937843,5.646272798,7.990568023,9.47206462,10.06156559,13.48870502,15.21429976,20.83650976,24.26257125,33.27051633,35.79841224,43.40259852,57.03043145,65.59569643,79.93490323,107.2161267,118.0581073,144.1983358
0,0.136365573,0.212282291,0.420918391,0.845564179,1.17278559,1.369850704,1.876811799,1.982438462,2.388477793,3.264681703,3.86875543,4.759953604,5.813750548,6.92696235,9.222648229,11.67268213,14.58959144,18.15380074,19.10944406,25.19401827,27.42338776,38.82238615,41.79236316,52.9906759,70.10831196,75.02527261,110.3650562,115.2624132,158.4822895
0,0.104611096,0.322989055,0.461538407,0.732135334,1.020152411,1.417366597,1.7340695,2.26586897,2.443850573,2.989956288,4.341340134,5.214609238,5.607140559,7.801302263,8.93377803,11.39862802,13.99764557,17.52647911,21.52733536,22.53875086,30.25852373,34.12862658,43.33108033,52.23621678,67.30896395,85.36777297,106.1772188,113.2431962,151.0884038
0,0.082224695,0.350355318,0.438568267,0.764437168,1.092101562,1.187979361,1.553282998,1.941935254,2.41819341,2.955022303,3.749265412,5.142643747,6.102271475,8.119550376,9.191169665,11.41467846,12.60066721,16.14069335,20.01099906,24.05400439,30.34913861,34.68264064,48.99013109,59.32377058,62.1856947,86.05532206,90.70601553,123.0401764,161.4892497
0,0.012675199,0.315526467,0.48764877,0.763161747,1.029847091,1.397539355,1.749392314,1.945561479,2.497226834,3.432531235,3.74931827,5.034872024,6.118398219,7.263767074,8.753452127,11.16852707,13.99072343,18.16797569,18.32499103,25.55220716,29.92307512,38.43485122,43.42650516,51.58519949,64.19264077,78.30035958,95.15034084,122.1267392,142.7824002
0,0.032367044,0.217587112,0.572019683,0.711088676,0.962704891,1.438933709,1.683009617,2.029719452,2.925418474,2.995590085,3.761122714,4.566322361,6.05975441,8.103434431,8.369756142,10.11366328,14.60824138,18.24226763,18.91139993,22.46032911,31.87972476,38.17846709,43.15210205,50.47728666,63.56708044,82.9601592,95.50829984,115.0124102,163.1130646
0,0.169081866,0.283356731,0.521598315,0.795218005,1.048747321,1.381350599,1.648042987,2.131486853,2.644508887,3.042700776,3.783661361,5.040406202,5.867521829,7.078406847,8.224608751,12.12379931,14.11034011,16.77893801,18.74942554,25.50162847,32.89387278,35.36131293,43.6938214,50.86354121,64.7593755,76.86936223,103.1625525,129.1337226,149.061428
0,0.053516518,0.351504717,0.447438344,0.821449761,0.917528553,1.389552924,1.599457544,2.34037438,2.499689685,2.967340383,4.201721967,4.622926879,6.225442726,8.077250791,9.317920586,11.3395095,13.64104542,17.16965706,19.45029318,22.71971104,29.91373224,38.21507681,45.23564126,52.17317587,72.43890097,80.33017024,95.28522368,122.8793556,145.5538273
0,0.130518108,0.396693233,0.556358267,0.778824783,1.038260565,1.423453895,1.828531575,2.134698776,2.408983137,3.091120167,4.165306109,4.536525517,5.524328386,7.239211751,8.46772302,10.73124555,14.18480138,15.50033666,18.98220893,23.12408377,32.7934426,36.79808637,45.8203374,58.548515,68.50840723,75.45531799,96.55021077,119.1470109,137.1058855
0,0.174345628,0.346645216,0.563078503,0.799353903,1.120471085,1.374554874,1.627052601,2.176514767,2.604162565,3.171166752,4.322715591,5.16828407,6.624096004,7.525631671,8.347200405,12.16258797,13.39030828,15.42007416,20.24038958,26.12287699,28.12085719,38.49893056,43.66255267,54.11714762,71.51105049,81.95413691,98.65812515,128.851706,154.6604316
0,0.104073971,0.264612375,0.589513842,0.656684016,0.999979735,1.495517718,1.69019924,1.963301916,2.390656252,3.274364726,4.168713224,5.094103864,5.689548191,7.66283742,8.928675722,10.08911612,12.61142453,15.43376342,22.02989234,26.01445292,30.07304421,39.61047341,45.60688206,59.8558746,63.84783034,76.25525568,106.7220968,117.3369388,159.3581158
0,0.125300565,0.277667348,0.536027405,0.666434168,0.916654659,1.181926622,1.866661651,1.980188816,2.735239296,2.972372128,4.358656479,4.591402107,5.723432235,7.091023709,9.418218761,12.03946799,12.26298304,15.08372046,21.64458284,25.71833065,32.88942568,38.90051474,46.71690844,52.01190611,65.18030271,87.88389536,98.62043956,114.8210039,141.329597
0,0.091418414,0.298673542,0.615413129,0.854312109,0.976187069,1.423125783,1.665220413,1.99892486,2.567818836,3.015070857,3.635666905,4.582306858,5.945078263,7.722495059,9.337513224,10.66930833,13.36429591,17.30804545,19.82087378,25.03626977,31.64727752,37.39636709,47.12188804,59.4524552,70.20794032,79.64746892,92.54708122,128.1941903,160.7481501
0,0.174534787,0.22137093,0.502304359,0.692477279,0.98102878,1.294417161,1.699032049,2.3430903,2.597217371,2.990005522,4.148914205,5.333141224,6.355848758,7.189010257,9.56772547,12.06444297,13.12194977,17.48939936,18.37234393,23.29073117,31.9112641,34.28579147,41.76111381,52.3455974,70.8607765,87.68191939,93.08779805,115.7347495,152.1468928
0,0.055167444,0.301111266,0.612939166,0.833542317,0.980352781,1.262541524,1.52852849,1.981080062,2.902518689,3.488257987,4.45328682,5.220477304,5.501384182,6.707660178,8.684256806,10.41407026,14.40560181,15.30091365,19.24959031,23.05867962,31.77762702,38.15527375,44.07828668,60.00828367,72.38970895,90.63298822,108.8952392,120.8411356,142.1359479
0,0.038575883,0.215813094,0.464790734,0.665185669,1.043694217,1.221207146,1.720227608,2.149338397,2.630581769,3.050605709,3.834684031,4.606917648,5.824104327,7.093905126,9.720250359,10.67650566,13.10818644,16.376976,20.04033366,22.59880463,31.13849367,36.85201009,49.29466986,56.08845673,65.98703837,84.48410422,97.82422089,121.6316868,145.6389037
0,0.102932249,0.268908991,0.414877758,0.872395838,1.105381141,1.410409217,1.58494564,1.945958112,2.632289904,3.40701869,4.34272996,4.78926995,6.120604452,6.954458841,9.125962105,11.90280774,13.41224592,15.11216051,19.5073736,24.89149327,33.10949073,38.82486542,43.44477549,57.88338407,71.84302544,74.60945923,104.0007741,125.7716161,147.4519179
0,0.006815296,0.381598043,0.437814075,0.649664359,1.044881868,1.427901225,1.801930552,2.07263161,2.690933352,3.2882887,4.233884064,5.024031891,5.861456677,6.850960358,9.205103898,11.12416972,12.4039275,17.2217466,20.77978879,22.55123572,31.60698595,37.16843007,47.76728594,59.46647875,66.14428771,76.88532162,99.24089008,114.0709997,138.182361
0,0.198416673,0.328911566,0.576126482,0.803255547,1.072287797,1.227209237,1.566715009,2.147445748,2.536095392,2.989941158,4.261307874,4.69104401,5.567289808,8.094266405,9.206945507,11.8204782,14.73143079,17.33721581,19.61756958,22.67068805,33.24874907,37.33662881,41.09916583,49.84166782,69.13343486,84.19746804,107.1510772,126.9096736,146.4965937
0,0.096448611,0.252137686,0.482570347,0.766469873,1.13914341,1.241417305,1.534860165,1.979473243,2.399189881,3.346671437,3.652284921,4.904177894,5.639849102,6.717977526,8.448244745,10.66034312,14.72660325,17.81256286,18.71146766,23.29701525,29.21443806,35.0339225,49.70334915,60.33241736,63.41660172,88.73177894,104.3137165,113.6924219,136.649881
0,0.018949589,0.208518745,0.509570308,0.825260981,0.974691007,1.209586894,1.691279672,2.207298796,2.926750542,3.302325647,3.672111784,5.333797945,5.783590043,7.608757718,8.631263386,11.30237517,13.38760223,16.84194195,19.35303339,26.8806809,31.89190474,34.87933116,43.28369369,51.99190711,61.7479843,88.03354818,107.7293748,126.4074895,148.8719179
0,0.026739536,0.241481044,0.622415997,0.71541127,0.939390296,1.461260185,1.903824997,2.053987864,2.59002224,3.036717173,3.633072109,4.852442955,6.549732497,7.755119257,8.563244787,10.75297264,12.49836399,17.41653148,21.48130112,26.30441866,27.87247287,34.78861169,40.75193632,55.76443794,66.75162668,83.11938842,104.458387,131.3817245,149.5272257
0,0.069941247,0.295465297,0.478863497,0.738343222,1.057613835,1.280029704,1.839210483,2.145220058,2.80259751,3.584864755,3.664746868,5.027326884,6.326539062,8.046159763,9.385595409,11.60466526,12.3786418,17.27456144,20.9012588,26.23888781,29.24859562,36.26193549,49.48194451,53.15147256,73.36458622,89.87824212,96.32657917,123.0620255,163.9586971
0,0.088012129,0.213877178,0.577437744,0.688623236,1.065196865,1.418654028,1.888758377,2.284306876,2.474677546,3.445779266,3.956123281,4.533097534,5.680111949,7.360147282,9.232803214,10.62982025,13.16674849,18.18470888,18.39961895,22.77095501,29.17710656,40.37718707,46.96684288,51.15005221,68.31420237,84.77162707,108.5742525,121.81364,142.0017517
0,0.073765548,0.206193704,0.608299269,0.866752981,1.153062673,1.481835509,1.820000534,2.326092767,2.573805945,3.516322075,4.048865781,5.167193396,6.4910041,7.989032797,8.958889562,12.24531933,12.74525804,16.32531413,20.5905239,24.76872619,30.33244463,33.48850213,43.39211137,59.23681914,62.70463586,86.57127143,108.1594484,132.7873464,162.6280679
0,0.180275762,0.263105098,0.447854882,0.878577789,0.995570113,1.240354893,1.542860806,2.268806924,2.724139695,3.369321986,4.236086618,5.014606743,6.084498809,8.039188935,8.512573745,10.57039899,13.76493477,15.99929949,19.56216804,24.03834187,27.65202345,40.27571595,43.24848746,57.39576742,73.21936563,83.18251633,103.5348606,130.4076818,148.3889117
0,0.154791869,0.332746605,0.550056169,0.650348538,1.152406942,1.33013016,1.610970287,1.956494733,2.408829308,3.037521343,4.349034674,4.776084871,5.471544881,7.695318068,8.457393864,10.32026505,13.53165418,15.04377006,20.24974663,25.72473448,31.46493261,33.82012806,43.26375603,56.50723624,63.34956179,76.08498248,101.8138364,114.0072342,137.2112248
0,0.130977082,0.206884046,0.616656485,0.74622966,1.049517487,1.212357091,1.63379325,2.028287331,2.392990004,3.061330732,4.398831215,5.41628125,6.513931052,7.492081828,9.71340908,10.09687634,13.70208821,17.67740088,21.61470802,23.63709766,30.46010025,36.43361944,42.86450732,56.34143433,63.72160228,82.94841523,109.5303386,132.7799744,147.4517493
0,0.04770974,0.207916425,0.519729992,0.787126016,0.9589316,1.356560829,1.562538087,1.990446632,2.746164771,3.257761476,4.244561799,4.931276636,6.433234507,7.471846615,9.142709401,11.88738163,13.8694211,17.81158688,20.7341039,26.51663747,32.38583726,38.11260459,44.39060062,50.88752041,70.11112687,75.19329266,93.77128632,114.3315744,153.2909262
0,0.10350336,0.398531811,0.465617637,0.825959176,0.903248479,1.233187771,1.588970841,2.199197241,2.638897645,2.962557123,4.162592864,4.536394339,6.662707193,7.692097861,8.330697847,12.08864504,13.40169838,15.81898334,21.42521874,24.46916132,29.30177192,37.99937312,46.56993221,53.38316025,63.70386024,83.46261236,97.18241062,124.6560544,164.3276387
0,0.100583079,0.331124605,0.553979361,0.825110171,1.088846953,1.371548622,1.686063106,2.224558556,2.458402124,3.204990339,4.13291,5.347161625,5.912306516,6.795323106,8.469536772,10.97255296,12.59439096,17.98630107,20.19162988,23.78274194,27.35293068,37.40725358,40.9376839,55.69995519,61.98598909,80.94359931,106.7207992,133.315544,136.7215317
0,0.102911238,0.24429782,0.628033284,0.826693283,0.984838506,1.371948766,1.824517164,2.330678471,2.84419967,3.131251972,3.859457525,4.752804058,5.974948108,6.803758322,8.217718797,11.24889924,14.6494022,18.21970209,20.87617889,26.38073348,30.24227822,37.28461878,47.60886576,57.73290814,65.92936932,80.51789962,100.4717568,115.1022,138.0916121
0,0.063503771,0.389510447,0.542873932,0.786620043,0.925148483,1.354555469,1.610272262,2.301261155,2.551816555,3.188177562,4.172031032,5.429911283,6.522151261,7.060775854,8.796999384,11.50507125,12.59487293,15.68323302,19.68375598,25.24561332,29.4474221,37.51021754,44.056258,54.83021852,66.3587648,85.70776028,103.4054239,130.8293386,162.7662561
0,0.13238154,0.328905046,0.503343261,0.673019861,0.92121648,1.368415487,1.73456192,2.32631099,2.926519268,3.262356521,4.225122235,5.294748328,5.745163498,7.737597404,8.513453041,11.90792792,12.60285815,15.76407841,18.77404986,22.99804607,29.48895267,38.25044188,44.6017338,51.27251252,63.47955186,82.66962412,94.74378861,111.9449922,160.4474674
0,0.187488092,0.31579069,0.420279896,0.687092838,1.144579459,1.261077532,1.564991146,2.024164937,2.389746156,3.005400333,4.193834099,4.685011866,6.460708193,7.400344483,8.434348985,11.28907965,13.19866707,17.1230376,20.08184188,25.95897396,31.02841246,33.68535706,47.41660607,54.43951148,60.91701512,84.81015082,92.80513406,115.3592232,146.256603
0,0.085795596,0.274125628,0.562917896,0.703085453,0.921774664,1.204599158,1.598775865,2.163619515,2.729446935,3.218581372,3.775802576,5.263697355,6.022471342,7.112870714,9.928937248,10.09920289,14.291714,15.40484486,20.35566906,24.92966582,29.20394596,35.94948828,41.70437428,50.38091878,63.28821101,80.39173831,91.0499593,117.2966531,148.5152224
0,0.06218023,0.34892404,0.590173498,0.744852712,0.890374411,1.488569939,1.683653374,2.103398512,2.826990584,3.577351715,3.935178511,5.244144485,6.051788749,7.63491055,9.800465532,10.13257378,13.87624463,18.26067769,21.26600304,25.56075838,32.10483577,38.57423724,42.34951611,52.67393274,62.93198712,78.61044363,103.3070037,130.3053953,140.9760656
0,0.043963568,0.352563698,0.569296814,0.698857605,1.020785576,1.441809182,1.895051162,1.973521498,2.480855678,3.136999433,4.006890047,4.524575264,6.115232076,7.445347688,8.468380145,11.74496756,12.531262,17.45818795,19.80757246,24.06347658,30.40893389,35.39099841,47.32407566,55.74675798,62.20494831,88.98761622,97.19231679,127.0231083,135.6234482
0,0.095780216,0.213032738,0.550091216,0.672243091,1.173607221,1.504557904,1.743790814,2.049152856,2.874554876,3.391507627,4.204023883,4.888405487,5.632992457,7.630830436,9.518539834,10.88230405,12.25350749,17.17523496,22.32188778,26.94635544,31.63232942,35.89585649,44.67695227,49.87485299,70.97499888,80.01769331,104.94372,113.4604623,161.7772018
0,0.156168251,0.214401722,0.587763735,0.729427654,1.057686477,1.465188361,1.685588151,1.917000758,2.442229771,3.461947979,3.835021725,5.056552851,6.276996884,7.044159569,9.05626734,10.24001179,12.5546828,16.18388371,18.69592294,22.72331612,28.30683369,36.35812069,41.2798666,56.5692977,63.86484219,74.98878669,103.6799497,127.2674362,157.4594255
0,0.079469503,0.354780365,0.429648347,0.73766013,1.093698164,1.38748038,1.662770405,1.982321458,2.844748136,3.201379996,4.454385918,4.803816449,5.643381131,7.017114279,9.116069131,10.19135253,13.55431589,15.10101983,21.84742769,26.88846812,28.42556231,38.58629006,46.64580718,54.39108046,63.53665588,75.56446462,107.8782058,112.0538985,137.5356871
0,0.044752441,0.381048234,0.467819153,0.804164967,1.080319059,1.431336596,1.682257268,2.157677805,2.869688817,3.516710872,4.361514687,4.935732775,5.626448951,6.882588915,9.239954352,10.07422775,12.98561898,16.49198875,20.76489627,22.56689141,28.91590731,35.35634932,48.00676378,50.92264003,66.16722642,89.26755508,92.10717616,128.1540767,142.2461192
0,0.159356399,0.355726162,0.581034987,0.726514805,1.135081131,1.326825053,1.722896104,2.358742401,2.634444399,3.254101985,3.805590141,5.142187116,6.070338657,7.264371078,8.299920294,10.11283568,12.48211437,15.09543943,20.61162397,25.10108207,27.83819384,40.32126655,44.51894469,60.72856223,61.93060603,81.35460012,97.79125988,128.7446637,156.2950447
0,0.186902126,0.403483755,0.5533519,0.774397911,1.045263558,1.281242569,1.57009571,2.262339645,2.792753406,3.191714763,3.802934258,5.007782386,6.671829068,8.127635197,8.422625017,11.29683046,14.26542213,16.00493052,18.65228833,22.6625192,31.84462463,33.54045996,47.15633914,54.44436953,66.14714765,85.75914504,103.1950834,123.0272257,135.7397579
0,0.197988593,0.322117938,0.478158924,0.728851139,1.099803452,1.217919421,1.843376778,2.264372904,2.79670691,3.122105766,3.655510089,5.15427688,6.007076602,7.001680112,8.201516568,11.02172975,13.07903773,15.52687653,20.09427799,22.85752882,32.73896976,35.88219908,47.16714508,50.52257473,67.97376742,74.40238269,95.71247991,133.4524467,153.2567104
0,0.123867396,0.356162855,0.530798698,0.852551809,1.111624591,1.337928704,1.705934286,2.270060566,2.415714548,3.377888278,4.332885271,4.710059081,6.610099038,7.692881309,9.927809004,10.75423171,14.52050498,16.19219959,19.35398243,24.59957323,31.53463108,34.01529892,43.54024321,60.06685181,63.71815215,79.71561005,105.6283519,114.692063,161.8520588
0,0.003738343,0.288357247,0.482865217,0.637630705,0.966400668,1.195346057,1.642926993,1.959810883,2.77280283,3.206209476,3.774545938,5.244147005,5.676574031,6.75828299,8.832552981,11.95645791,12.97369623,16.09420957,22.2231751,25.45419419,32.12822614,33.45071105,43.5088349,57.73868638,69.65681758,89.21755221,104.3878182,121.0415004,158.611422
0,0.123236909,0.404483374,0.612027334,0.85106976,0.96566232,1.229895212,1.710276405,2.042761481,2.418613179,3.023725033,4.324831523,4.994854461,5.563680876,7.146966624,10.00164758,10.36124577,12.57984747,18.22518402,20.62036576,26.77755554,32.19729577,36.70939313,43.66029627,54.91250347,71.64923183,87.17231217,107.5128596,120.4833016,153.3246542
0,0.095891514,0.289541925,0.542901717,0.652971574,0.939532492,1.346403631,1.52230008,2.253227794,2.858573436,3.053820556,3.795191746,5.105323615,6.065787031,7.631618716,8.223272999,10.12244375,13.05516965,15.1124832,19.28108375,23.5871753,29.45766126,34.28205889,45.16662372,56.32868673,64.72087114,82.15356102,95.01077517,129.5275931,148.6740095
0,0.032094995,0.228615954,0.556978373,0.761242438,1.151299709,1.443446819,1.523765668,2.358181289,2.478553184,3.450673676,4.349108652,4.745326102,6.449038901,8.01035648,9.059555739,10.58960088,13.91127435,16.57423102,19.94044835,25.64894985,32.38096437,39.16610576,45.42368105,52.11005507,62.79923518,80.4540877,91.45007832,122.9989483,143.7625167
0,0.110129075,0.299020827,0.558692244,0.718390515,0.969441442,1.31170849,1.873971048,2.345195208,2.910144863,3.077518888,3.933818643,5.159909678,5.996856023,7.507034203,9.691450163,11.92871992,12.81468551,18.05800685,18.30787627,26.28979624,28.61237138,40.21136429,49.50654635,53.35119445,61.62776858,85.89398574,91.04574872,114.2957596,151.8692287
0,0.10737169,0.319678139,0.454122924,0.651821569,0.99175862,1.309259305,1.837996563,2.282894124,2.577106712,3.040441149,3.689226578,4.963918944,5.828545408,6.934396851,8.809141492,10.17061386,13.77687661,15.23742107,19.28503246,26.7440732,32.49546959,36.37272496,44.14662474,57.25181569,73.99807055,81.66812524,100.6326054,130.2973181,149.995016
0,0.133755094,0.369790869,0.501311766,0.879444756,0.90322121,1.396905031,1.759643133,2.24134099,2.75457807,3.259222361,4.151531594,4.837192138,6.257357697,7.510160718,9.543049345,11.34211245,13.25478945,18.09402543,18.97491346,23.50116365,27.70750597,35.37318853,48.36352422,54.50621053,63.18239421,78.40740153,98.18875485,113.0709505,150.5765219
0,0.09283011,0.3278798,0.52771975,0.798207703,0.926383909,1.236648165,1.854431932,2.225968502,2.551408706,3.199635706,4.12468015,5.321844251,6.396254481,7.980470648,9.305061116,10.76125882,14.41775672,17.11086302,19.91517424,26.5784731,32.7312052,39.25278047,41.32134108,58.95577754,63.68908767,75.18818954,100.9359634,131.3796458,140.7493081
0,0.062608063,0.386902577,0.626676218,0.842117259,0.896191171,1.363954185,1.853814504,2.28394612,2.892078244,3.127934753,3.940986591,5.006690386,6.062837463,6.730447347,8.709897848,11.87095869,13.68312744,15.29559763,18.82651542,23.91406664,33.20443489,36.51590251,41.13223399,53.99387876,70.00929982,87.66036662,99.76805908,112.9239384,146.8458495
0,0.05138158,0.303651855,0.607836881,0.724102538,1.01337137,1.506665521,1.581640052,2.179467972,2.847218126,3.339365541,3.882161832,4.510608253,6.320748861,6.744446233,8.984254484,10.98558424,14.03002142,16.71973165,21.97441218,26.59987884,28.19804918,36.07057908,41.20312927,51.60883771,70.14181893,86.51713265,110.463186,120.636635,160.703438
0,0.068244537,0.261756888,0.480199514,0.774693818,0.95436048,1.255011929,1.785316463,2.037870046,2.711014135,3.464880334,4.44602988,4.810916301,6.439315406,7.163383333,8.438828135,10.29937202,14.34866024,16.03183597,19.78147465,26.1500128,29.19400939,36.06710216,41.51756357,53.60863096,64.48266988,82.21344518,107.7606459,134.3351935,136.3515976
0,0.01444102,0.392353857,0.467629292,0.821522103,1.169612718,1.414314059,1.894770524,2.168294926,2.816461633,3.322501757,4.030143001,5.255257351,6.538032385,7.094881185,8.365720647,10.65243025,14.31611025,17.2541199,20.4669181,25.19465977,27.99909863,34.24333754,46.25928329,50.36925688,73.24678991,80.45659962,94.30104533,121.868928,151.5817908
0,0.033879953,0.388397813,0.482759002,0.734613233,1.122665145,1.336264648,1.569668627,2.184061877,2.802547687,3.205450498,4.283284542,4.816254386,5.659697299,7.189271028,8.848591747,10.2636535,13.85788031,14.9810976,21.01702257,24.17330896,27.9949358,39.87201123,48.55131848,57.49334773,61.27444418,83.34796028,95.49421364,125.0132833,143.9078051
0,0.010251701,0.356370716,0.51302064,0.712649603,1.014900859,1.412256777,1.509540151,2.086360766,2.821503453,3.160345038,3.709286022,4.773400322,5.510013708,6.918652025,9.981814864,10.03705296,13.07904412,15.56397299,19.40858503,26.50403761,32.90198803,34.58280158,45.44358805,58.71605009,65.37666679,87.28270611,98.75286452,112.6446538,146.5912206
